AD11,Pirates of the Caribbean ,Gore Verbinski,2003,"Blacksmith Will Turner teams up with eccentric pirate Captain Jack Sparrow to save Turner's love, Elizabeth Swann, from cursed pirates led by Jack's mutinous former first mate, Barbossa.",Adventure,"Gore Verbinski,Blacksmith Will Turner teams up with eccentric pirate Captain Jack Sparrow to save Turner's love, Elizabeth Swann, from cursed pirates led by Jack's mutinous former first mate, Barbossa.,Adventure"
AD12,The Adventures of Robin Hood ,Michael Curtiz ,1938,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",Adventure,"Michael Curtiz ,When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.,Adventure"
AD13,The African Queen ,John Huston,1951,"In WWI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",Adventure,"John Huston,In WWI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.,Adventure"
AD14,To Have and Have Not ,Howard Hawks,1944,"During WWII, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.",Adventure,"Howard Hawks,During WWII, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.,Adventure"
AD15,L’Atalante ,Jean Vigo,1934,Newly married couple Juliette and a ship captain Jean struggle through marriage as they travel on the L'atalante along with the captain's first mate Le père Jules and a cabin boy.,Adventure,"Jean Vigo,Newly married couple Juliette and a ship captain Jean struggle through marriage as they travel on the L'atalante along with the captain's first mate Le père Jules and a cabin boy.,Adventure"
AD16,The Right Stuff ,Philip Kaufman,1983,"The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.",Adventure,"Philip Kaufman,The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.,Adventure"
AD17,Apollo 13,Ron Howard,1995,"Based on a true story, Apollo 13 is about the 1970 lunar mission, which suffers an explosion in space. The astronauts must then work to survive and return home safely.",Adventure,"Ron Howard,Based on a true story, Apollo 13 is about the 1970 lunar mission, which suffers an explosion in space. The astronauts must then work to survive and return home safely.,Adventure"
AD18,Gravity,Alfonso Cuaron,2013,A medical engineer and an astronaut work together to survive after an accident leaves them adrift in space and their shuttle destroyed.,Adventure,"Alfonso Cuaron,A medical engineer and an astronaut work together to survive after an accident leaves them adrift in space and their shuttle destroyed.,Adventure"
AD19,The Princess Bride,Rob Reiner,1987,"A classic fairy tale, with swordplay, giants, an evil prince, a beautiful princess, and yes, some kissing (as read by a kindly grandfather).",Adventure,"Rob Reiner,A classic fairy tale, with swordplay, giants, an evil prince, a beautiful princess, and yes, some kissing (as read by a kindly grandfather).,Adventure"
AD20,The Wages of Fear,Henri-Georges Clouzot,1953,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",Adventure,"Henri-Georges Clouzot,In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.,Adventure"
AD21,The Treasure of the Sierra Madre,John Huston ,1948,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,Adventure,"John Huston ,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,Adventure"
AD22,Jurassic Park,Steven Spielberg,1993,"A wealthy entrepreneur invites a team of scientists to his island amusement park, where they discover the cloning technology is far more advanced than they realized and the dinosaurs are not as contained as they thought.",Adventure,"Steven Spielberg,A wealthy entrepreneur invites a team of scientists to his island amusement park, where they discover the cloning technology is far more advanced than they realized and the dinosaurs are not as contained as they thought.,Adventure"
AD23,King Kong,Merian Cooper & Ernest Schoedsack,1933,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star.,Adventure,"Merian Cooper & Ernest Schoedsack,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star.,Adventure"
AD24,North by Northwest,Alfred Hitchcock,1959,A hapless New York advertising executive is mistaken for a government agent by a group of foreign spies and is pursued across the country while he looks for a way to survive.,Adventure,"Alfred Hitchcock,A hapless New York advertising executive is mistaken for a government agent by a group of foreign spies and is pursued across the country while he looks for a way to survive.,Adventure"
AD25,Raiders of the Lost Ark,Steven Spielberg ,1981,Archaeologist and adventurer Indiana Jones is hired by the US government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.,Adventure,"Steven Spielberg ,Archaeologist and adventurer Indiana Jones is hired by the US government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.,Adventure"
AN01,The Land Before Time ,Don Bluth ,1988,A group of young dinosaurs embark on a journey to find a new home after a disaster that destroyed their homes.,Animation ,"Don Bluth ,A group of young dinosaurs embark on a journey to find a new home after a disaster that destroyed their homes.,Animation "
AN02,Moana ,"Ron Clements, John Musker",2016,A brave young girl sails out on a mission to save her island and discovers her own identity in the process.,Animation ,"Ron Clements, John Musker,A brave young girl sails out on a mission to save her island and discovers her own identity in the process.,Animation "
AN03,My Neighbor Totoro ,Hayao Miyazaki,1988,"Two young sisters move to the countryside and encounter friendly wood spirits, including a large and lovable creature named Totoro.",Animation ,"Hayao Miyazaki,Two young sisters move to the countryside and encounter friendly wood spirits, including a large and lovable creature named Totoro.,Animation "
AN04,The Incredibles ,Brad Bird,2004,"A family of superheroes with superpowers attempt to live a quiet suburban life, but are called back into action to save the world.",Animation ,"Brad Bird,A family of superheroes with superpowers attempt to live a quiet suburban life, but are called back into action to save the world.,Animation "
AN05,The Nightmare Before Christmas ,Tim Burton,1993,"The King of Halloween attempts to bring Christmas to his hometown, but his plans go awry when his Christmas presents are perceived as a threat.",Animation ,"Tim Burton,The King of Halloween attempts to bring Christmas to his hometown, but his plans go awry when his Christmas presents are perceived as a threat.,Animation "
AN06,Inside Out ,"Pete Docter, Ronnie Del Carmen",2015,"The emotions of a young girl, Joy, Sadness, Anger, Fear and Disgust, struggle to adjust to her new life in San Francisco after she moves there from Minnesota.",Animation ,"Pete Docter, Ronnie Del Carmen,The emotions of a young girl, Joy, Sadness, Anger, Fear and Disgust, struggle to adjust to her new life in San Francisco after she moves there from Minnesota.,Animation "
AN07,Bambi ,Walt Disney,1942,"The story of a young deer growing up in the forest, learning about friendship, love and the beauty of nature.",Animation ,"Walt Disney,The story of a young deer growing up in the forest, learning about friendship, love and the beauty of nature.,Animation "
AN08,Aladdin ,"Ron Clements, John Musker",1992,A young man finds a magical lamp and uses its powers to win the heart of a beautiful princess while battling an evil sorcerer.,Animation ,"Ron Clements, John Musker,A young man finds a magical lamp and uses its powers to win the heart of a beautiful princess while battling an evil sorcerer.,Animation "
AN09,Sleeping Beauty ,Walt Disney,1959,"A beautiful princess is cursed by an evil sorceress and falls into a deep sleep, until a prince comes to awaken her with true love's kiss.",Animation ,"Walt Disney,A beautiful princess is cursed by an evil sorceress and falls into a deep sleep, until a prince comes to awaken her with true love's kiss.,Animation "
AN10,Frozen ,"Chris Buck, Jennifer Lee",2013,"Two sisters, Anna and Elsa, confront their differences as they embark on a perilous journey to save their kingdom from an eternal winter.",Animation ,"Chris Buck, Jennifer Lee,Two sisters, Anna and Elsa, confront their differences as they embark on a perilous journey to save their kingdom from an eternal winter.,Animation "
AN11,Fantasia ,Walt Disney,1940,A collection of animated interpretations of great works of Western classical music.,Animation ,"Walt Disney,A collection of animated interpretations of great works of Western classical music.,Animation "
AN12,Up ,"Pete Docter, Bob Peterson",2009,An old man sets out on a journey in his floating house to fulfill his lifelong dream and to seek adventure.,Animation ,"Pete Docter, Bob Peterson,An old man sets out on a journey in his floating house to fulfill his lifelong dream and to seek adventure.,Animation "
AN13,The Jungle Book ,Walt Disney,1967,A young boy raised by wolves must contend with the threat of a man-eating tiger while growing up in the jungle.,Animation ,"Walt Disney,A young boy raised by wolves must contend with the threat of a man-eating tiger while growing up in the jungle.,Animation "
AN14,Finding Nemo ,"Andrew Stanton, Lee Unkrich",2003,A clownfish embarks on a journey to find his missing son with the help of a forgetful fish.,Animation ,"Andrew Stanton, Lee Unkrich,A clownfish embarks on a journey to find his missing son with the help of a forgetful fish.,Animation "
AN15,The Little Mermaid ,"Ron Clements, John Musker",1989,A young mermaid falls in love with a human prince and makes a deal with a sea witch to become human.,Animation ,"Ron Clements, John Musker,A young mermaid falls in love with a human prince and makes a deal with a sea witch to become human.,Animation "
AN16,Cinderella ,Walt Disney,1950,A kind-hearted young woman is mistreated by her stepfamily until her fairy godmother helps her attend the royal ball.,Animation ,"Walt Disney,A kind-hearted young woman is mistreated by her stepfamily until her fairy godmother helps her attend the royal ball.,Animation "
AN17,Shrek,"Andrew Adamson, Vicky Jenson",2001,An ogre and a talking donkey go on a quest to rescue a princess from a dragon and thwart the plans of an evil lord.,Animation ,"Andrew Adamson, Vicky Jenson,An ogre and a talking donkey go on a quest to rescue a princess from a dragon and thwart the plans of an evil lord.,Animation "
AN18,WALL-E,Andrew Stanton,2008,A lonely robot on a deserted Earth falls in love with another robot and sets out on a journey to save humanity.,Animation ,"Andrew Stanton,A lonely robot on a deserted Earth falls in love with another robot and sets out on a journey to save humanity.,Animation "
AN19,Pinocchio,Walt Disney,1940,A wooden puppet is brought to life by a fairy and must prove himself worthy to become a real boy.,Animation ,"Walt Disney,A wooden puppet is brought to life by a fairy and must prove himself worthy to become a real boy.,Animation "
AN20,Spirited Away,Hayao Miyazaki ,2001,A young girl gets trapped in a strange world of spirits and must find a way to save her parents and return home.,Animation ,"Hayao Miyazaki ,A young girl gets trapped in a strange world of spirits and must find a way to save her parents and return home.,Animation "
AN21,Beauty and the Beast,"Gary Trousdale, Kirk Wise",1991,"A young woman named Belle is taken prisoner by a Beast in his castle. Despite her fears, she befriends the castle's enchanted staff and learns to look beyond the Beast's exterior to recognize the true heart and soul of the human Prince within.",Animation ,"Gary Trousdale, Kirk Wise,A young woman named Belle is taken prisoner by a Beast in his castle. Despite her fears, she befriends the castle's enchanted staff and learns to look beyond the Beast's exterior to recognize the true heart and soul of the human Prince within.,Animation "
AN22,Who Framed Roger Rabbit?,Robert Zemeckis,1988,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,Animation ,"Robert Zemeckis,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,Animation "
AN23,Toy Story,John Lasseter,1995,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,Animation ,"John Lasseter,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,Animation "
AN24,Snow White & The Seven Dwarfs,Walt Disney,1937,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",Animation ,"Walt Disney,Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.,Animation "
AN25,The Lion King,"Roger Allers, Rob Minkoff",1994,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",Animation ,"Roger Allers, Rob Minkoff,A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?,Animation "
BI01,The King’s Speech ,Tom Hooper,2008,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",Biopic ,"Tom Hooper,The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.,Biopic "
BI02,Darkest Hour ,Joe Wright,2017,"During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Hitler or fight on against incredible odds.",Biopic ,"Joe Wright,During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Hitler or fight on against incredible odds.,Biopic "
BI03,Yankee Doodle Dandy ,Michael Curtiz,1942,"The life of the renowned musical composer, playwright, actor, dancer, and singer George M. Cohan.",Biopic ,"Michael Curtiz,The life of the renowned musical composer, playwright, actor, dancer, and singer George M. Cohan.,Biopic "
BI04,Hidden Figures ,Theodore Melfi,2016,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,Biopic ,"Theodore Melfi,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,Biopic "
BI05,A Beautiful Mind ,Ron Howard,2001,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",Biopic ,"Ron Howard,After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.,Biopic "
BI06,The Imitation Game ,Morten Tyldum ,2014,The Imitation Game is a biographical drama based on the life of mathematician Alan Turing. The movie portrays Turing's pivotal role in cracking the Nazi's Enigma code during World War II.,Biopic ,"Morten Tyldum ,The Imitation Game is a biographical drama based on the life of mathematician Alan Turing. The movie portrays Turing's pivotal role in cracking the Nazi's Enigma code during World War II.,Biopic "
BI07,My Left Foot ,Jim Sheridan,1989,"My Left Foot is a biographical drama about the life of Christy Brown, an Irishman born with cerebral palsy who learned to paint and write using his only controllable limb, his left foot.",Biopic ,"Jim Sheridan,My Left Foot is a biographical drama about the life of Christy Brown, an Irishman born with cerebral palsy who learned to paint and write using his only controllable limb, his left foot.,Biopic "
BI08,The Miracle Worker ,Arthur Penn,1962,"The Miracle Worker is a biographical drama based on the life of Helen Keller, a deaf and blind woman who learned to communicate with the help of her teacher, Anne Sullivan.",Biopic ,"Arthur Penn,The Miracle Worker is a biographical drama based on the life of Helen Keller, a deaf and blind woman who learned to communicate with the help of her teacher, Anne Sullivan.,Biopic "
BI09,Capote ,Bennett Miller,2004,"Capote is a biographical drama based on the life of writer Truman Capote. The movie focuses on Capote's research for his book In Cold Blood, which details the murder of a Kansas family.",Biopic ,"Bennett Miller,Capote is a biographical drama based on the life of writer Truman Capote. The movie focuses on Capote's research for his book In Cold Blood, which details the murder of a Kansas family.,Biopic "
BI10,Captain Phillips ,Paul Greengrass,2013,Captain Phillips is a biographical drama based on the real-life hijacking of the Maersk Alabama cargo ship by Somali pirates in 2009. The movie follows Captain Richard Phillips and his crew as they attempt to survive the ordeal.,Biopic ,"Paul Greengrass,Captain Phillips is a biographical drama based on the real-life hijacking of the Maersk Alabama cargo ship by Somali pirates in 2009. The movie follows Captain Richard Phillips and his crew as they attempt to survive the ordeal.,Biopic "
BI11,The Pride of the Yankees ,Sam Wood,1942,"The Pride of the Yankees is a biographical drama about the life of baseball player Lou Gehrig. The movie covers Gehrig's career, his diagnosis with amyotrophic lateral sclerosis, and his famous Luckiest Man"" speech.""",Biopic ,"Sam Wood,The Pride of the Yankees is a biographical drama about the life of baseball player Lou Gehrig. The movie covers Gehrig's career, his diagnosis with amyotrophic lateral sclerosis, and his famous Luckiest Man"" speech."",Biopic "
BI12,Coal Miner’s Daughter ,Michael Apted,1980,"Coal Miner’s Daughter is a biographical drama about the life of country music singer Loretta Lynn. The movie covers Lynn's impoverished upbringing in Kentucky, her marriage at a young age, and her rise to fame in the music industry.",Biopic ,"Michael Apted,Coal Miner’s Daughter is a biographical drama about the life of country music singer Loretta Lynn. The movie covers Lynn's impoverished upbringing in Kentucky, her marriage at a young age, and her rise to fame in the music industry.,Biopic "
BI13,Straight Outta Compton ,F. Gary Gray ,2015,"Straight Outta Compton is a biographical drama about the rise of the rap group N.W.A. in the 1980s. The movie covers the group's formation, their controversial lyrics and public image, and their impact on hip-hop culture.",Biopic ,"F. Gary Gray ,Straight Outta Compton is a biographical drama about the rise of the rap group N.W.A. in the 1980s. The movie covers the group's formation, their controversial lyrics and public image, and their impact on hip-hop culture.,Biopic "
BI14,Walk the Line ,James Mangold,2005,"Walk the Line is a biographical drama about the life of musician Johnny Cash. The movie covers Cash's early life, his rise to fame, his struggles with addiction, and his relationship with June Carter.",Biopic ,"James Mangold,Walk the Line is a biographical drama about the life of musician Johnny Cash. The movie covers Cash's early life, his rise to fame, his struggles with addiction, and his relationship with June Carter.,Biopic "
BI15,Ray ,Taylor Hackford,2004,"Ray is a biographical drama about the life of musician Ray Charles. The movie covers Charles' childhood, his rise to fame, his addiction to heroin, and his contributions to soul music.",Biopic ,"Taylor Hackford,Ray is a biographical drama about the life of musician Ray Charles. The movie covers Charles' childhood, his rise to fame, his addiction to heroin, and his contributions to soul music.,Biopic "
BI16,Gospel According to St. Matthew ,Pier Pasolini ,1964,"The Gospel According to St. Matthew is a biographical drama based on the life of Jesus Christ, as portrayed in the Gospel of Matthew. The movie uses a minimalist style and features a non-professional cast.",Biopic ,"Pier Pasolini ,The Gospel According to St. Matthew is a biographical drama based on the life of Jesus Christ, as portrayed in the Gospel of Matthew. The movie uses a minimalist style and features a non-professional cast.,Biopic "
BI17,Norma Rae,Martin Ritt,1979,A young single mother and textile worker agrees to help unionize her mill despite the problems and dangers involved.,Biopic ,"Martin Ritt,A young single mother and textile worker agrees to help unionize her mill despite the problems and dangers involved.,Biopic "
